"","meanNNFDnatives","meanNNFDinvasives","n.natives","n.invasives","t.NNFD.p.value","t.NNFD.conf.int.Lo","t.NNFD.conf.int.Hi","meanMFDnat_nat","meanMFDinv_nat","t.MFD.p.value","t.MFD.conf.int.Lo","t.MFD.conf.int.Hi"
"Coon_Island","-0.0538677747526724","0.105563324051175","5","17","0.677656561522274","-1.02699109032175","0.708128892714055","-0.161712805875262","-0.154999785948238","0.988900671116513","-1.18242471299498","1.16899867314093"
"Crab_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Deadman_Island","0.0113162455588593","0.370902778920576","6","8","0.408147014000216","-1.27883598546519","0.559662918741753","-0.171082743630442","-0.0932157225880088","0.885005358801982","-1.25308667303242","1.09735263094756"
"Dot_Island","-0.0178896994928165","0.0931819685054159","15","16","0.65462204673863","-0.614270584190073","0.392127248193609","-0.0313158112613721","-0.410077372176601","0.209703973890591","-0.225330475847944","0.982853597678402"
"Dotlet_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"East_Sucia_1_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"East_Sucia_2_Island","0","0.185435131869044","2","7","0.660603416220284","-1.17684969277649","0.805979429038404","0.146835122790958","0.304498436328544","0.686393966145901","-1.04417433266235","0.728847705587175"
"East_Sucia_3_Island","-0.052432714263432","-0.293741929079685","4","10","0.532886698515126","-0.61507241443589","1.0976908440684","0.0669793801741723","-0.158521535942012","0.614062679721035","-0.779978688715703","1.23098052094807"
"East_Sucia_4_Island","-0.0935007713078954","-0.403627332641858","5","8","0.254353127453204","-0.260814020877677","0.881067143545601","0.0866235658775782","-0.330097966306505","0.386072297457729","-0.611260150628934","1.4447032149971"
"East_Sucia_6_Island","0","-0.234835585634696","2","9","0.807444232196146","-6.87599150673922","7.34566267800861","-0.418123257673045","-0.508796302519425","0.87030480785302","-1.9635526315887","2.14489872128146"
"East_Sucia_7_Island","0.0471417338199455","0.225935977862922","10","11","0.553296626409394","-0.799726837016823","0.44213834893087","0.0328153731458294","-0.170197007658402","0.593220553308437","-0.580259715103102","0.986284476711566"
"East_Sucia_8_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Ewing_Island","-0.00370854403404311","-0.187200667418314","18","10","0.440893600779167","-0.307854784728643","0.674839031497185","0.0786133378306712","-0.705082872638254","0.0156925891402546","0.163927496705484","1.40346492423237"
