"","meanNNFDnatives","meanNNFDinvasives","n.natives","n.invasives","t.NNFD.p.value","t.NNFD.conf.int.Lo","t.NNFD.conf.int.Hi","meanMFDnat_nat","meanMFDinv_nat","t.MFD.p.value","t.MFD.conf.int.Lo","t.MFD.conf.int.Hi"
"Ripple_Island","0.0314404755043269","-0.127015130197885","31","15","0.0708189923703339","-0.0143099557488121","0.331221167153235","-0.0403606867914429","-0.335174076477775","0.00298042611111898","0.105871378875002","0.483755400497662"
"Rum_Island","0.0857938481168033","-0.257354053779722","36","16","0.00680246604650163","0.0997023095971791","0.586593494195871","0.000890611361929535","-0.511876807058401","0.000418224067036666","0.240368170791472","0.785166666049189"
"Saddlebag_Island","-0.00320525949421368","-0.0678942531748812","78","43","0.450995101221847","-0.105386174895796","0.234764162257131","0.0102124477597899","-0.272331077613413","0.00415118907231379","0.0913053882193156","0.473781662527091"
"Secar_Rock","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sentinel_Island","0.0897756464252032","-0.151637985235607","46","25","0.0624302874217698","-0.0128806959136348","0.495707959235255","0.0211506059652222","-0.347817533631458","0.000682244755563051","0.162462061323564","0.575474217869795"
"Skull_Island","0.178020485256769","-0.0687511947115885","41","37","0.0546413676202583","-0.00507065692456578","0.498614016861281","0.0138006804755002","-0.243407965759618","0.0397835285241034","0.0123528080903231","0.502064484379914"
"Small_Island_near_Charles","0.115504396229062","-0.401373327551976","13","3","0.282759340643309","-0.857328705186459","1.89108415274854","-9.18110739677437e-17","-0.177618042553289","0.253803212498721","-0.171890998310949","0.527127083417528"
"Swirl_Rock_Central","-0.0161029697827468","-0.0910542372232331","14","4","0.711843975681894","-0.468964824371783","0.618867359252756","-0.0150916423416475","0.0103969314053333","0.879127294822185","-0.44749803075326","0.396520883259299"
"Turn_Island","0.00127341715701072","-0.273852934909867","73","39","0.00699471389482342","0.0779426916188499","0.472310012514906","0.0185877322668749","-0.309961891291237","0.00244880037327297","0.118657646507395","0.538441600608829"
"Turnlet_Island","0.0911038232313383","-0.0408825830293667","19","16","0.423073311703177","-0.200911212759837","0.464884025281247","0.00306824119982434","-0.248367310414597","0.108665636793518","-0.059947328692024","0.562818431920867"
"Unnamed__1_near_Long_Island","0.0620651756247878","-0.0654628062847319","22","14","0.375019513358867","-0.161186860889736","0.416242824708776","-0.00810012485518057","-0.0528873444053459","0.699201630229423","-0.18933382532171","0.278908264422041"
"Unnamed__2_near_Long_Island","0.0383227240690466","0.00093405614230922","19","11","0.814229573326082","-0.287263454338518","0.362040790191993","-0.00984661179613334","0.0438188514300788","0.62719827628822","-0.279485214039933","0.172154287587509"
"Unnamed__3_near_Long_Island","-0.132646669557346","0.024227503252014","3","4","0.497353510337097","-0.73947988020933","0.425731534590611","-0.0296125070910877","0.0867377138172974","0.554737863521949","-0.589456838799345","0.356756396982575"
"Unnamed_72_Island","0.0622308659508614","-0.280493260059021","17","15","0.0211756500358884","0.0550157520108945","0.63043250000887","0.0163226854800927","-0.257944987601491","0.0521370166531031","-0.00272360344316351","0.55125894960633"
"Unnamed_west_of_Castle_Island","-0.100343331887994","0.0511525224473813","3","1","NA","NA","NA","2.68294862599642e-16","0.31987918044201","NA","NA","NA"
"Victim_Island","0.00474799407445597","-0.162581312883466","48","30","0.117451937736461","-0.043150336690639","0.377808950606483","0.0064784842878426","-0.225198007091398","0.0196479211873517","0.0381028406765739","0.425250142081907"
"Willow_Island","-0.0536456030371929","-0.146245643926927","40","19","0.423488765137891","-0.138634374572106","0.323834456351575","-0.0280826615968621","-0.404811739545378","0.00439943368017318","0.122665796911281","0.63079235898575"
"Yellow_Island","0.00350716316827961","-0.0622856627898796","80","49","0.393692238901482","-0.0864546965711901","0.218040348487509","-0.00968044774377221","-0.172621720603263","0.0586822132594189","-0.00607126258885259","0.331953808307833"
