"","meanNNTDnatives","meanNNTDinvasives","n.natives","n.invasives","t.NNTD.p.value","t.NNTD.conf.int.Lo","t.NNTD.conf.int.Hi","meanMFDnat_nat","meanMFDinv_nat","t.MFD.p.value","t.MFD.conf.int.Lo","t.MFD.conf.int.Hi"
"Little_Oak","0.228799597166849","0.309635109879992","5","7","0.88937339559743","-1.45298954445539","1.29131851902911","0.851389235098068","0.860900438006504","0.949807405936621","-0.338148904438563","0.319126498621692"
"Little_Sucia_Island","0.109009440344834","0.059588769990995","47","22","0.83385236181364","-0.419309869299229","0.518151210006907","1.07076384121416","1.00797502994387","0.344729211306741","-0.069810687004947","0.195388309545516"
"Low_Island","-0.387765641632424","-0.0217265189410703","17","13","0.23842465867434","-0.988534683195808","0.256456437813102","1.10506293194648","0.897371617204707","0.069437811242045","-0.0179924189092406","0.433375048392782"
"Mackaye_Harbor_Island","0.175853159085327","-0.207132011823144","12","14","0.306687423368946","-0.390450306467114","1.15642064828406","1.04639340053302","0.892106232648847","0.210845768058307","-0.0948365470004542","0.403410882768799"
"Massacre_Bay__1_Island","-0.232842315251419","-0.186939646165424","7","8","0.909235449121171","-0.917277660626267","0.825472322454278","0.687319004232","0.604733547706328","0.525802588262591","-0.196495821096371","0.361666734147716"
"Matia_Island","-0.0200435742612729","0.136170729809287","80","41","0.395901835969268","-0.519767897799955","0.207339289658835","1.11149949193544","1.01735521091454","0.171476533631827","-0.0415033268529043","0.229791888894717"
"Matia_West__1","-0.131136840675803","-0.168252288563318","43","14","0.85140121649292","-0.358972808611032","0.433203704386062","1.00730460723829","0.969670974915764","0.623516337793403","-0.117212118593944","0.192479383238988"
"Matia_West__2","0.00923364143775145","-0.0556425196016977","13","9","0.85163413533379","-0.650438364148448","0.780190686227346","0.93373970814264","0.985981001725249","0.673880804782542","-0.311604800323455","0.207122213158236"
"McConnell_Island","0.0144674616146495","-0.0549749354296119","66","35","0.680049081179904","-0.264407977513494","0.403292771602017","1.14692984121745","1.03782942811942","0.164235783693907","-0.0454685649063954","0.263669391102454"
"Near_Decatur_Island___Unnamed__3","0.211169071382424","-0.128234572361827","26","14","0.209619595016409","-0.199100409082663","0.877907696571166","1.06928998566705","0.871404394364194","0.0134173085106091","0.0436682473462801","0.35210293525943"
"Nob_Island","0.483124912218958","-0.19970658312419","33","21","0.0065005196456262","0.201102193271943","1.16456079741435","1.17601908559388","1.06515543109882","0.295210474452569","-0.100004705381256","0.321732014371368"
"North_Finger_Island","-0.0907174213492347","0.0998064658361403","60","26","0.370843882150787","-0.614024507270402","0.232976732899652","1.16829725084266","1.02586700322473","0.0291556216434398","0.0148282377589098","0.270032257476946"
"Oak_Island","0.161284426458808","0.031683535230935","21","17","0.6687878998289","-0.480663525916205","0.739865308371951","1.10597956762603","0.984112587659341","0.378321106387893","-0.15674570213804","0.400479662071414"
"Pole_Island","0.155057892349627","-0.0982470362839903","20","15","0.289364343564044","-0.227603370107173","0.734213227374406","0.720435931492352","0.739686713878573","0.766138053001816","-0.150226896588668","0.111725331816226"
"Posey_Island","0.183052204220917","-0.022855220621848","30","26","0.39250156188222","-0.274638490517911","0.686453340203441","1.02274285463839","0.967258953447759","0.629480040086543","-0.173954644536883","0.284922446918151"
"Reef_Island","-0.0766484991073317","0.0437211701674352","49","22","0.595209724174905","-0.57027993160659","0.329540593057056","1.10880280471645","1.0132671002495","0.230460998577797","-0.0620737824217545","0.253145191355652"
"Reeflet_Island","-0.0821851652799535","-0.196893414470777","11","15","0.853758849678737","-1.22712812193133","1.45654462031298","1.31781273663721","0.910441859113555","0.11465081831629","-0.116942044098628","0.931683799145941"
"Rim_Island","0.3332236543993","0.0455200864768869","21","12","0.443415408893454","-0.468566280863766","1.04397341670859","0.959797181262936","0.871445518026023","0.310874837726959","-0.08655849502146","0.263261821495286"
"Ripple_Island","0.0631427760625333","0.15568310291139","31","16","0.683840401755959","-0.551787594963823","0.36670694126611","0.888946134581783","0.847121860051489","0.553118481927813","-0.0999607341485198","0.183609283209108"
"Rum_Island","0.125155848101463","-0.132167506862976","36","15","0.333803216449558","-0.272470927536608","0.787117637465486","1.12606415980986","0.988991021213303","0.162949026849175","-0.0574332872813102","0.331579564474425"
"Saddlebag_Island","0.0776618314028163","0.0867018717551921","80","46","0.955265493988598","-0.327801985077335","0.309721904372584","1.18043126733885","1.0822361022166","0.161250738775046","-0.039758594866981","0.236148925111488"
"Secar_Rock","-0.0344092157472833","0.403110065346276","3","2","0.702668924740306","-4.5531605952226","3.67812203303549","0.967277641579498","0.742895740095811","0.603365117164495","-1.01064008441111","1.45940388737848"
"Sentinel_Island","0.199571029065371","-0.15014846771613","47","28","0.0666812196558741","-0.0247342107319276","0.724173204294929","1.03475058267148","0.981180177822513","0.461923247210009","-0.0909916182872915","0.198132427985234"
"Skull_Island","0.15671217469943","0.0699875185442456","40","38","0.71747287799496","-0.390606707508909","0.564056019819279","1.20524180326079","1.03359616256221","0.101691617274042","-0.0350349272742359","0.378326208671404"
"Small_Island_near_Charles","0.30433591390141","-0.272789388291958","13","3","0.376318861474471","-1.14404984973348","2.29830045412021","0.931206424240286","0.838098658603027","0.536010049497116","-0.333828263438621","0.520043794713137"
"Swirl_Rock_Central","0.232293110720817","0.0371882444401775","12","4","0.516792160314671","-0.434181876700805","0.824391609262084","0.823195945316268","0.658986981507882","0.08752424199978","-0.0284871218110665","0.356905049427839"
"Turn_Island","0.0391989348075509","-0.001033936922715","78","41","0.830511115478339","-0.331192547807738","0.41165829126827","1.2625084958291","1.04846702648017","0.00442695577684652","0.0680351051740946","0.360047833523764"
"Turnlet_Island","0.0372270227556688","0.304114331860973","19","17","0.341004373419022","-0.830954136549939","0.29717951833933","0.959146168136181","0.785179909806945","0.0764916942909665","-0.0199108224450646","0.367843339103537"
"Unnamed__1_near_Long_Island","0.0959479719226543","0.054528749829657","23","12","0.890511093674632","-0.568058271746167","0.650896715932162","1.05304740161785","0.907341381667426","0.195771080276383","-0.0791301810080913","0.370542220908939"
"Unnamed__2_near_Long_Island","0.378793853000688","0.459387035688326","16","9","0.817159228084639","-0.796141964403066","0.63495559902779","0.814693906602988","0.744926516497084","0.629039723942449","-0.228379324507533","0.367914104719341"
"Unnamed__3_near_Long_Island","0.125353275534296","-0.186215383977412","2","4","0.658077991978032","-2.13526869720367","2.75840601622708","0.753231558983652","0.746694295458822","0.9810232103093","-0.80367123229808","0.81674575934774"
"Unnamed_72_Island","0.0505359152660722","-0.288545279776687","17","17","0.270485112092516","-0.282029739730897","0.960192129816415","0.869680594471643","0.798384345902388","0.35334971915557","-0.0829057134047188","0.225498210543229"
"Unnamed_west_of_Castle_Island","269.276636","94.353046","4","1","NA","NA","NA","308.577598333333","235.7323265","NA","NA","NA"
"Victim_Island","0.109689471030264","-0.204944055041012","48","29","0.116678743597945","-0.0803113196632203","0.709578371805772","1.14493597020491","1.05928802201447","0.35708079244807","-0.0985002549554732","0.269796151336365"
"Willow_Island","0.0363822423983454","-0.113557455618718","45","20","0.486728404258652","-0.278765815444662","0.578645211478788","1.02029454285155","0.909795676261349","0.0624359707025759","-0.00596424878748519","0.226961981967882"
"Yellow_Island","0.150057168053493","0.259500134237695","86","61","0.502611837087972","-0.431672934074643","0.212787001706239","1.34926449698243","1.153992442739","0.00537559953652783","0.0588234407668394","0.33172066772003"
