"","Species.Status","Nearest.native","MinDist.Nearest.native","MeanDist.NativeCommunity","Nearest.invasive","MinDist.Nearest.invasive","MeanDist.InvasiveCommunity"
"Jacobaea_vulgaris","i",".Anisocarpus_madioides.Eriophyllum_lanatum.Hemizonella_minima","61.552463","316.519239650443",".Senecio_sylvaticus.Senecio_vulgaris","27.082818","245.433445618705"
"Sonchus_asper","i","Hieracium_albiflorum","35.728002","316.723054738938","Sonchus_oleraceus","0.30799","241.987149402878"
"Sonchus_oleraceus","i","Hieracium_albiflorum","35.728002","316.723054738938","Sonchus_asper","0.30799","241.987149402878"
"Sonchus_arvensis","i","Hieracium_albiflorum","35.728002","316.723054738938",".Sonchus_asper.Sonchus_oleraceus","21.095562","242.136700280576"
"Lactuca_serriola","i","Hieracium_albiflorum","35.728001","316.723053738938","Lactuca_muralis","19.736356","242.192506899281"
"Lactuca_muralis","i","Hieracium_albiflorum","35.728001","316.723053738938","Lactuca_serriola","19.736356","242.192506899281"
"Hieracium_albiflorum","n","Agoseris_grandiflora","52.054509","317.97192164",".Lactuca_serriola.Lactuca_muralis","35.728001","240.950186978571"
"Crepis_capillaris","i","Hieracium_albiflorum","36.391956","316.725992588496","Lapsana_communis","24.468774","242.299109935252"
"Lapsana_communis","i","Hieracium_albiflorum","36.391956","316.725992588496","Crepis_capillaris","24.468774","242.299109935252"
"Taraxacum_officinale","i","Hieracium_albiflorum","36.391955","316.725991588496",".Crepis_capillaris.Lapsana_communis","27.937427","242.32406328777"
"Hypochaeris_glabra","i","Hieracium_albiflorum","41.385755","316.748088048673","Hypochaeris_radicata","20.628166","242.467356726619"
"Hypochaeris_radicata","i","Hieracium_albiflorum","41.385755","316.748088048673","Hypochaeris_glabra","20.628166","242.467356726619"
"Scorzoneroides_autumnalis","i","Hieracium_albiflorum","41.385755","316.748088048673",".Hypochaeris_glabra.Hypochaeris_radicata","30.195474","242.536186280576"
"Agoseris_grandiflora","n","Hieracium_albiflorum","52.054509","317.971920644444","Tragopogon_porrifolius","45.93802","242.053828664286"
"Tragopogon_porrifolius","i","Agoseris_grandiflora","45.93802","316.768230818584",".Hypochaeris_glabra.Hypochaeris_radicata.Lactuca_serriola.Scorzoneroides_autumnalis.Lactuca_muralis.Taraxacum_officinale","52.054508","243.46473376259"
"Cirsium_arvense","i","Adenocaulon_bicolor","41.632128","316.725842721239","Cirsium_vulgare","4.908002","246.547393546763"
"Cirsium_vulgare","i","Adenocaulon_bicolor","41.632128","316.725842721239","Cirsium_arvense","4.908002","246.547393546763"
"Adenocaulon_bicolor","n",".Anaphalis_margaritacea.Gamochaeta_purpurea","58.178436","317.948481453333",".Cirsium_arvense.Cirsium_vulgare","41.632128","245.346028264286"
"Gamochaeta_purpurea","n","Anaphalis_margaritacea","14.960448","317.756401506667",".Cirsium_arvense.Cirsium_vulgare","58.178436","245.582404092857"
"Anaphalis_margaritacea","n","Gamochaeta_purpurea","14.960448","317.756401506667",".Cirsium_arvense.Cirsium_vulgare","58.178436","245.582404092857"
"Campanula_rotundifolia","n","Achillea_millefolium","164.538259","322.173765071111",".Anthemis_arvensis.Jacobaea_vulgaris.Senecio_sylvaticus.Senecio_vulgaris","164.538259","256.206644535714"
"Osmorhiza_chilensis","n","Osmorhiza_purpurea","2.1121","319.031865124444","Anthriscus_caucalis","25.960112","258.305280992857"
"Osmorhiza_purpurea","n","Osmorhiza_chilensis","2.1121","319.031865124444","Anthriscus_caucalis","25.960112","258.305280992857"
"Anthriscus_caucalis","i",".Osmorhiza_chilensis.Osmorhiza_purpurea","25.960112","317.840609632743","Petroselinum_crispum","68.607731","259.976828971223"
"Daucus_pusillus","n",".Osmorhiza_chilensis.Osmorhiza_purpurea","51.572528","319.251689248889","Anthriscus_caucalis","51.572528","258.488226821429"
"Petroselinum_crispum","i","Lomatium_nudicaule","16.738456","318.026476181416","Anthriscus_caucalis","68.607731","259.976827978417"
"Lomatium_nudicaule","n","Heracleum_maximum","60.152626","319.365534048889","Petroselinum_crispum","16.738456","258.239411035714"
"Heracleum_maximum","n","Lomatium_nudicaule","60.152626","319.365534048889","Petroselinum_crispum","60.152626","258.54951225"
"Oenanthe_sarmentosa","n","Perideridia_gairdneri","31.936736","319.265501693333","Petroselinum_crispum","70.5106","258.637089707143"
"Perideridia_gairdneri","n","Oenanthe_sarmentosa","31.936736","319.265501693333","Petroselinum_crispum","70.5106","258.637089707143"
"Sanicula_arctopoides","n","Sanicula_crassicaulis","9.934122","319.503114608889","Petroselinum_crispum","102.780569","259.09809025"
"Sanicula_crassicaulis","n","Sanicula_arctopoides","9.934122","319.503114608889","Petroselinum_crispum","102.780569","259.09809025"
"Sanicula_bipinnatifida","n",".Sanicula_arctopoides.Sanicula_crassicaulis","16.896028","319.534056413333","Petroselinum_crispum","102.780569","259.09809025"
"Hedera_helix","i",".Heracleum_maximum.Lomatium_nudicaule.Oenanthe_sarmentosa.Perideridia_gairdneri","150.161716","321.431520358407","Petroselinum_crispum","150.161716","260.563547302158"
"Plectritis_congesta","n","Valeriana_hookeri","35.154628","321.434863053333","Valerianella_locusta","44.802328","259.624175007143"
"Valeriana_hookeri","n","Plectritis_congesta","35.154628","321.434863053333","Valerianella_locusta","44.802328","259.624175007143"
"Valerianella_locusta","i",".Plectritis_congesta.Valeriana_hookeri","44.802328","320.253514225664",".Hedera_helix.Petroselinum_crispum","192.286197","261.169655920863"
"Linnaea_borealis","n",".Plectritis_congesta.Valeriana_hookeri","89.161922","321.674895471111","Valerianella_locusta","89.161922","259.94102925"
"Lonicera_involucrata","n","Lonicera_hispidula","11.497352","321.014733488889","Valerianella_locusta","99.016845","260.011420564286"
"Lonicera_hispidula","n","Lonicera_involucrata","11.497352","321.014733488889","Valerianella_locusta","99.016845","260.011420564286"
"Symphoricarpos_albus","n",".Lonicera_hispidula.Lonicera_involucrata","18.290266","321.044924217778","Valerianella_locusta","99.016845","260.011420564286"
"Sambucus_racemosa","n",".Lonicera_hispidula.Lonicera_involucrata.Symphoricarpos_albus","182.711856","323.622382955556","Valerianella_locusta","182.711857","260.609242078571"
"Ilex_aquifolium","i","Achillea_millefolium","201.978555","324.499020446903","Anthemis_arvensis","201.978555","262.458958669065"
"Veronica_arvensis","i","Plantago_maritima","57.713052","317.760758774336","Veronica_chamaedrys","15.279706","249.093192165468"
"Veronica_chamaedrys","i","Plantago_maritima","57.713052","317.760758774336","Veronica_arvensis","15.279706","249.093192165468"
"Veronica_officinalis","i","Plantago_maritima","57.713052","317.760758774336",".Veronica_arvensis.Veronica_chamaedrys","32.716408","249.218636064748"
"Veronica_serpyllifolia","i","Plantago_maritima","57.713053","317.760759774336","Veronica_peregrina","10.14003","249.068446827338"
"Veronica_peregrina","i","Plantago_maritima","57.713053","317.760759774336","Veronica_serpyllifolia","10.14003","249.068446827338"
"Plantago_major","i","Plantago_maritima","24.513088","317.613856278761","Plantago_lanceolata","26.601252","249.689678510791"
"Plantago_maritima","n",".Collinsia_grandiflora.Collinsia_parviflora","71.362341","318.91652636","Plantago_major","24.513088","248.081274292857"
"Plantago_lanceolata","i","Plantago_maritima","26.601252","317.623095942478","Plantago_major","26.601252","249.689678510791"
"Digitalis_purpurea","i","Plantago_maritima","60.21051","317.771809473451",".Plantago_lanceolata.Plantago_major.Veronica_arvensis.Veronica_chamaedrys.Veronica_officinalis","60.21051","250.021308352518"
"Linaria_genistifolia","i","Plantago_maritima","65.79066","317.796500402655",".Digitalis_purpurea.Plantago_lanceolata.Plantago_major.Veronica_arvensis.Veronica_chamaedrys.Veronica_officinalis","65.79066","250.302323100719"
"Collinsia_parviflora","n","Collinsia_grandiflora","12.413758","318.654533648889",".Digitalis_purpurea.Linaria_genistifolia.Plantago_lanceolata.Plantago_major.Veronica_arvensis.Veronica_chamaedrys.Veronica_officinalis","71.362341","249.342563078571"
"Collinsia_grandiflora","n","Collinsia_parviflora","12.413758","318.654533648889",".Digitalis_purpurea.Linaria_genistifolia.Plantago_lanceolata.Plantago_major.Veronica_arvensis.Veronica_chamaedrys.Veronica_officinalis","71.362341","249.342563078571"
"Castilleja_hispida","n","Triphysaria_pusilla","11.618462","318.039242777778",".Lamium_purpureum.Nepeta_cataria.Prunella_vulgaris","72.998104","249.792255992857"
"Triphysaria_pusilla","n","Castilleja_hispida","11.618462","318.039242777778",".Lamium_purpureum.Nepeta_cataria.Prunella_vulgaris","72.998104","249.792255992857"
"Castilleja_attenuata","n",".Castilleja_hispida.Triphysaria_pusilla","12.695536","318.044029773333",".Lamium_purpureum.Nepeta_cataria.Prunella_vulgaris","72.998104","249.792255992857"
"Orobanche_californica","n","Orobanche_uniflora","29.85306","318.284249568889",".Lamium_purpureum.Nepeta_cataria.Prunella_vulgaris","72.998104","249.792255992857"
"Orobanche_uniflora","n","Orobanche_californica","29.85306","318.284249568889",".Lamium_purpureum.Nepeta_cataria.Prunella_vulgaris","72.998104","249.792255992857"
"Prunella_vulgaris","i",".Mimulus_alsinoides.Mimulus_guttatus","63.70744","317.618362331858","Nepeta_cataria","25.271866","250.587117848921"
"Nepeta_cataria","i",".Mimulus_alsinoides.Mimulus_guttatus","63.70744","317.618362331858","Prunella_vulgaris","25.271866","250.587117848921"
"Lamium_purpureum","i",".Mimulus_alsinoides.Mimulus_guttatus","63.70744","317.618362331858",".Nepeta_cataria.Prunella_vulgaris","54.415988","250.796787791367"
"Mimulus_alsinoides","n","Mimulus_guttatus","14.352278","318.527499044444",".Lamium_purpureum.Nepeta_cataria.Prunella_vulgaris","63.70744","249.593170335714"
"Mimulus_guttatus","n","Mimulus_alsinoides","14.352278","318.527499044444",".Lamium_purpureum.Nepeta_cataria.Prunella_vulgaris","63.70744","249.593170335714"
"Cuscuta_salina","n","Nemophila_parviflora","83.464162","321.191991231111","Solanum_dulcamara","109.632524","254.983266878571"
"Nemophila_parviflora","n","Cuscuta_salina","83.464162","321.191991231111","Solanum_dulcamara","109.632524","254.983266878571"
"Solanum_dulcamara","i",".Cuscuta_salina.Nemophila_parviflora","109.632524","320.371676606195",".Digitalis_purpurea.Lamium_purpureum.Linaria_genistifolia.Nepeta_cataria.Plantago_lanceolata.Prunella_vulgaris.Veronica_arvensis.Veronica_chamaedrys.Veronica_officinalis","142.312639","256.028955676259"
"Galium_triflorum","n","Galium_aparine","13.031106","321.137483071111","Sherardia_arvensis","28.159424","254.681907421429"
"Galium_aparine","n","Galium_triflorum","13.031106","321.137483071111","Sherardia_arvensis","28.159424","254.681907421429"
"Sherardia_arvensis","i",".Galium_aparine.Galium_triflorum","28.159424","319.908059438053","Vinca_major","117.609824","256.31156557554"
"Vinca_major","i",".Galium_aparine.Galium_triflorum","117.609824","320.69965589823","Sherardia_arvensis","117.609824","256.31156557554"
"Amsinckia_menziesii","n","Amsinckia_spectabilis","3.008474","321.192590626667","Myosotis_discolor","27.952778","254.32241585"
"Amsinckia_spectabilis","n","Amsinckia_menziesii","3.008474","321.192590626667","Myosotis_discolor","27.952778","254.32241585"
"Myosotis_discolor","i",".Amsinckia_menziesii.Amsinckia_spectabilis","27.952778","320.005442358407","Buglossoides_arvensis","43.197332","255.950974395683"
"Buglossoides_arvensis","i",".Amsinckia_menziesii.Amsinckia_spectabilis","43.197332","320.140349915929","Myosotis_discolor","43.197332","255.950974395683"
"Vaccinium_ovatum","n","Vaccinium_parvifolium","5.765056","324.059760511111","Anagallis_arvensis","168.950834","265.30604935"
"Vaccinium_parvifolium","n","Vaccinium_ovatum","5.765056","324.059760511111","Anagallis_arvensis","168.950834","265.30604935"
"Gaultheria_shallon","n",".Vaccinium_ovatum.Vaccinium_parvifolium","23.502004","324.138591391111","Anagallis_arvensis","168.950834","265.30604935"
"Monotropa_uniflora","n",".Gaultheria_shallon.Vaccinium_ovatum.Vaccinium_parvifolium","66.877058","324.524147426667","Anagallis_arvensis","168.950834","265.30604935"
"Arctostaphylos_uva_ursi","n","Arbutus_menziesii","30.531038","324.84741876","Anagallis_arvensis","168.950835","265.30605035"
"Arbutus_menziesii","n","Arctostaphylos_uva_ursi","30.531038","324.84741876","Anagallis_arvensis","168.950835","265.30605035"
"Anagallis_arvensis","i","Primula_pauciflora","73.30761","325.188176163717","Plantago_lanceolata","215.218935","265.99925233813"
"Primula_pauciflora","n",".Gaultheria_shallon.Monotropa_uniflora.Vaccinium_ovatum.Vaccinium_parvifolium","168.950834","326.307645346667","Anagallis_arvensis","73.30761","264.622883464286"
"Philadelphus_lewisii","n",".Primula_pauciflora.Gaultheria_shallon.Monotropa_uniflora.Vaccinium_ovatum.Vaccinium_parvifolium","215.180546","327.540437666667","Anagallis_arvensis","215.180546","265.636261578571"
"Tiarella_trifoliata","n","Tellima_grandiflora","4.116182","326.068169577778",".Crassula_tillaea.Sedum_album","202.400942","269.446825992857"
"Tellima_grandiflora","n","Tiarella_trifoliata","4.116182","326.068169577778",".Crassula_tillaea.Sedum_album","202.400942","269.446825992857"
"Lithophragma_parviflorum","n",".Tellima_grandiflora.Tiarella_trifoliata","7.59294","326.083621835556",".Crassula_tillaea.Sedum_album","202.400942","269.446825992857"
"Heuchera_micrantha","n",".Lithophragma_parviflorum.Tellima_grandiflora.Tiarella_trifoliata","10.750134","326.111685782222",".Crassula_tillaea.Sedum_album","202.400942","269.446825992857"
"Micranthes_integrifolia","n",".Heuchera_micrantha.Lithophragma_parviflorum.Tellima_grandiflora.Tiarella_trifoliata","82.801818","327.072374902222",".Crassula_tillaea.Sedum_album","202.400942","269.446825992857"
"Ribes_lacustre","n","Ribes_divaricatum","7.370264","327.039569968889",".Crassula_tillaea.Sedum_album","202.400942","269.446825992857"
"Ribes_divaricatum","n","Ribes_lacustre","7.370264","327.039569968889",".Crassula_tillaea.Sedum_album","202.400942","269.446825992857"
"Ribes_sanguineum","n",".Ribes_divaricatum.Ribes_lacustre","11.837854","327.059425924444",".Crassula_tillaea.Sedum_album","202.400942","269.446825992857"
"Sedum_lanceolatum","n",".Heuchera_micrantha.Lithophragma_parviflorum.Ribes_divaricatum.Ribes_lacustre.Ribes_sanguineum.Micranthes_integrifolia.Tellima_grandiflora.Tiarella_trifoliata","202.400942","329.866473817778","Sedum_album","49.867252","267.707912364286"
"Sedum_album","i","Sedum_lanceolatum","49.867252","328.627539207965","Crassula_tillaea","111.486724","269.275111359712"
"Crassula_tillaea","i","Sedum_lanceolatum","111.486724","328.900191738938","Sedum_album","111.486724","269.275111359712"
"Pyrus_communis","i","Malus_fusca","11.326253","318.576806172566","Pyrus_calleryana","4.751876","253.436973258993"
"Pyrus_calleryana","i","Malus_fusca","11.326253","318.576806172566","Pyrus_communis","4.751876","253.436973258993"
"Malus_fusca","n",".Amelanchier_alnifolia.Crataegus_douglasii","14.67851","319.942365186667","Malus_pumila","7.727228","251.728864464286"
"Malus_pumila","i","Malus_fusca","7.727228","318.560882278761",".Pyrus_calleryana.Pyrus_communis","11.326253","253.484271920863"
"Cotoneaster_franchetii","i","Malus_fusca","12.408144","318.58159429646","Cotoneaster_dielsianus","3.97171","253.389898870504"
"Cotoneaster_dielsianus","i","Malus_fusca","12.408144","318.58159429646","Cotoneaster_franchetii","3.97171","253.389898870504"
"Cotoneaster_horizontalis","i","Malus_fusca","12.408144","318.58159429646",".Cotoneaster_dielsianus.Cotoneaster_franchetii","5.562944","253.401346597122"
"Sorbus_aucuparia","i","Malus_fusca","13.376437","318.585877783186","Sorbus_intermedia","1.197578","253.447050726619"
"Sorbus_intermedia","i","Malus_fusca","13.376437","318.585877783186","Sorbus_aucuparia","1.197578","253.447050726619"
"Crataegus_douglasii","n","Amelanchier_alnifolia","11.50726","319.928270742222","Crataegus_monogyna","7.060428","251.839242707143"
"Crataegus_monogyna","i","Crataegus_douglasii","7.060428","318.543899756637",".Pyrus_calleryana.Pyrus_communis.Sorbus_aucuparia.Sorbus_intermedia","14.678509","253.600241374101"
"Amelanchier_alnifolia","n","Crataegus_douglasii","11.50726","319.928270742222","Crataegus_monogyna","11.50726","251.871005792857"
"Oemleria_cerasiformis","n",".Amelanchier_alnifolia.Crataegus_douglasii","64.605938","320.386164546667",".Pyrus_calleryana.Pyrus_communis.Sorbus_aucuparia.Sorbus_intermedia","64.605937","255.10327795"
"Prunus_emarginata","n","Prunus_virginiana","28.79139","320.229827551111","Prunus_cerasus","12.827758","254.220364178571"
"Prunus_cerasus","i","Prunus_emarginata","12.827758","318.869641402655","Prunus_avium","15.79054","255.957001633094"
"Prunus_avium","i","Prunus_emarginata","15.79054","318.882751057522","Prunus_cerasus","15.79054","255.957001633094"
"Prunus_mahaleb","i","Prunus_emarginata","23.676215","318.917644420354",".Prunus_avium.Prunus_cerasus","23.676215","256.013734093525"
"Prunus_virginiana","n","Prunus_emarginata","28.79139","320.229827551111",".Prunus_avium.Prunus_cerasus","28.79139","254.463790307143"
"Holodiscus_discolor","n","Prunus_emarginata","62.258964","320.378572324444","Prunus_cerasus","62.258964","255.180952607143"
"Fragaria_vesca","n","Fragaria_virginiana","1.234772","319.293628893333","Aphanes_australis","40.22446","258.024962192857"
"Fragaria_virginiana","n","Fragaria_vesca","1.234772","319.293628893333","Aphanes_australis","40.22446","258.024962192857"
"Aphanes_australis","i",".Fragaria_vesca.Fragaria_virginiana","40.22446","318.23133030531",".Prunus_avium.Prunus_cerasus.Pyrus_calleryana.Pyrus_communis.Sorbus_aucuparia.Sorbus_intermedia","104.82186","259.591872280576"
"Potentilla_anserina","n",".Fragaria_vesca.Fragaria_virginiana","45.247032","319.489238937778","Aphanes_australis","45.247032","258.060837707143"
"Rosa_nutkana","n","Rosa_gymnocarpa","3.066814","319.333933462222","Aphanes_australis","52.483297","258.112526307143"
"Rosa_gymnocarpa","n","Rosa_nutkana","3.066814","319.333933462222","Aphanes_australis","52.483297","258.112526307143"
"Rubus_leucodermis","n","Rubus_ursinus","3.591028","319.033934057778","Aphanes_australis","61.915208","258.179896107143"
"Rubus_ursinus","n","Rubus_leucodermis","3.591028","319.033934057778","Aphanes_australis","61.915208","258.179896107143"
"Rubus_spectabilis","n",".Rubus_leucodermis.Rubus_ursinus","7.076262","319.049423986667","Aphanes_australis","61.915208","258.179896107143"
"Rubus_parviflorus","n","Rubus_spectabilis","20.43456","319.168164413333","Aphanes_australis","61.915208","258.179896107143"
"Geum_macrophyllum","n",".Fragaria_vesca.Fragaria_virginiana.Potentilla_anserina.Rubus_leucodermis.Rubus_parviflorus.Rubus_spectabilis.Rubus_ursinus","66.129424","319.871078511111","Aphanes_australis","66.129424","258.20999765"
"Urtica_dioica","n","Shepherdia_canadensis","159.047528","326.57526612",".Aphanes_australis.Prunus_avium.Prunus_cerasus.Pyrus_calleryana.Pyrus_communis.Sorbus_aucuparia.Sorbus_intermedia","178.554168","265.33294365"
"Shepherdia_canadensis","n","Urtica_dioica","159.047528","326.57526612",".Aphanes_australis.Prunus_avium.Prunus_cerasus.Pyrus_calleryana.Pyrus_communis.Sorbus_aucuparia.Sorbus_intermedia","178.554168","265.33294365"
"Trifolium_macraei","n","Trifolium_oliganthum","8.081768","320.252242911111","Trifolium_repens","15.483071","257.323098235714"
"Trifolium_oliganthum","n","Trifolium_macraei","8.081768","320.252242911111","Trifolium_repens","15.483071","257.323098235714"
"Trifolium_microcephalum","n","Trifolium_microdon","5.2885","320.239828386667","Trifolium_repens","15.483071","257.323098235714"
"Trifolium_microdon","n","Trifolium_microcephalum","5.2885","320.239828386667","Trifolium_repens","15.483071","257.323098235714"
"Trifolium_variegatum","n",".Trifolium_macraei.Trifolium_microcephalum.Trifolium_microdon.Trifolium_oliganthum","10.2539","320.266585595556","Trifolium_repens","15.483071","257.323098235714"
"Trifolium_repens","i",".Trifolium_macraei.Trifolium_microcephalum.Trifolium_microdon.Trifolium_oliganthum.Trifolium_variegatum","15.483071","319.010538650442",".Trifolium_incarnatum.Trifolium_subterraneum","20.10011","259.062955546763"
"Trifolium_incarnatum","i",".Trifolium_macraei.Trifolium_microcephalum.Trifolium_microdon.Trifolium_oliganthum.Trifolium_variegatum","20.100109","319.11268550885","Trifolium_subterraneum","15.01869","259.026398568345"
"Trifolium_subterraneum","i",".Trifolium_macraei.Trifolium_microcephalum.Trifolium_microdon.Trifolium_oliganthum.Trifolium_variegatum","20.100109","319.11268550885","Trifolium_incarnatum","15.01869","259.026398568345"
"Trifolium_dubium","i",".Trifolium_microcephalum.Trifolium_microdon.Trifolium_variegatum","29.091529","319.311610730088",".Trifolium_incarnatum.Trifolium_repens.Trifolium_subterraneum","29.09153","259.192328496403"
"Vicia_sativa","i","Vicia_americana","17.809498","319.199250154867","Vicia_cracca","19.719802","259.043133489209"
"Vicia_americana","n","Vicia_nigricans","19.719802","320.538760164444","Vicia_sativa","17.809498","257.320036092857"
"Vicia_nigricans","n","Vicia_americana","19.719802","320.538760164444","Vicia_cracca","18.525074","257.32514735"
"Vicia_cracca","i","Vicia_nigricans","18.525074","319.202416420354","Vicia_sativa","19.719802","259.043133489209"
"Lathyrus_japonicus","n","Lathyrus_nevadensis","5.958366","320.477598226667","Lathyrus_aphaca","11.676484","257.290563435714"
"Lathyrus_nevadensis","n","Lathyrus_japonicus","5.958366","320.477598226667","Lathyrus_aphaca","11.676484","257.290563435714"
"Lathyrus_aphaca","i",".Lathyrus_japonicus.Lathyrus_nevadensis","11.676484","319.136523022124",".Vicia_cracca.Vicia_sativa","21.726644","259.057571201439"
"Vicia_hirsuta","i",".Lathyrus_japonicus.Lathyrus_nevadensis.Vicia_americana.Vicia_nigricans","25.090038","319.284991588496",".Lathyrus_aphaca.Vicia_cracca.Vicia_sativa","25.090038","259.105965359712"
"Oxytropis_campestris","n",".Trifolium_macraei.Trifolium_microcephalum.Trifolium_microdon.Trifolium_oliganthum.Trifolium_variegatum","66.961933","321.770380262222",".Lathyrus_aphaca.Trifolium_dubium.Trifolium_incarnatum.Trifolium_repens.Trifolium_subterraneum.Vicia_cracca.Vicia_hirsuta.Vicia_sativa","66.961934","259.427344678571"
"Acmispon_parviflorus","n","Acmispon_denticulatus","8.34947","322.77116532","Lotus_corniculatus","34.429156","260.968649178571"
"Acmispon_denticulatus","n","Acmispon_parviflorus","8.34947","322.77116532","Lotus_corniculatus","34.429156","260.968649178571"
"Lotus_corniculatus","i",".Acmispon_denticulatus.Acmispon_parviflorus","34.429156","321.610712561947",".Lathyrus_aphaca.Trifolium_dubium.Trifolium_incarnatum.Trifolium_repens.Trifolium_subterraneum.Vicia_cracca.Vicia_hirsuta.Vicia_sativa","102.435545","262.598429705036"
"Lupinus_bicolor","n","Lupinus_microcarpus","7.249","323.446447666667",".Trifolium_dubium.Trifolium_incarnatum.Trifolium_repens.Trifolium_subterraneum.Vicia_hirsuta","117.739466","262.438231664286"
"Lupinus_microcarpus","n","Lupinus_bicolor","7.249","323.446447666667",".Trifolium_dubium.Trifolium_incarnatum.Trifolium_repens.Trifolium_subterraneum.Vicia_hirsuta","117.739466","262.438231664286"
"Alnus_alnobetula","n","Alnus_rubra","8.919382","328.040136288889","Hypericum_perforatum","224.606728","270.573039221429"
"Alnus_rubra","n","Alnus_alnobetula","8.919382","328.040136288889","Hypericum_perforatum","224.606728","270.573039221429"
"Betula_papyrifera","n",".Alnus_rubra.Alnus_alnobetula","21.865314","328.097673764444","Hypericum_perforatum","224.606728","270.573039221429"
"Corylus_cornuta","n",".Alnus_rubra.Alnus_alnobetula.Betula_papyrifera","27.019896","328.143492271111","Hypericum_perforatum","224.606728","270.573039221429"
"Quercus_garryana","n",".Alnus_rubra.Alnus_alnobetula.Betula_papyrifera.Corylus_cornuta","124.610788","329.444704164444","Hypericum_perforatum","224.606728","270.573039221429"
"Populus_tremuloides","n","Paxistima_myrsinites","222.981768","331.21518772","Hypericum_perforatum","179.626008","270.251748364286"
"Hypericum_perforatum","i","Populus_tremuloides","179.626008","330.544439137168",".Lathyrus_aphaca.Prunus_avium.Prunus_cerasus.Pyrus_calleryana.Pyrus_communis.Sorbus_aucuparia.Sorbus_intermedia.Trifolium_dubium.Trifolium_incarnatum.Trifolium_repens.Trifolium_subterraneum.Vicia_cracca.Vicia_hirsuta.Vicia_sativa","226.517228","270.903732107914"
"Paxistima_myrsinites","n","Populus_tremuloides","222.981768","331.21518772","Hypericum_perforatum","222.981768","270.561432364286"
"Cardamine_oligosperma","n","Barbarea_orthoceras","23.054413","329.057808528889","Cardamine_hirsuta","4.624746","253.334790792857"
"Cardamine_hirsuta","i","Cardamine_oligosperma","4.624746","327.622264004425","Cardamine_flexuosa","14.29316","255.124071690647"
"Cardamine_flexuosa","i","Cardamine_oligosperma","14.29316","327.665044597345","Cardamine_hirsuta","14.29316","255.124071690647"
"Barbarea_orthoceras","n","Cardamine_oligosperma","23.054413","329.057807533333","Barbarea_vulgaris","3.297728","253.387891492857"
"Barbarea_vulgaris","i","Barbarea_orthoceras","3.297728","327.616391252212",".Cardamine_flexuosa.Cardamine_hirsuta","23.054413","255.187101302158"
"Turritis_glabra","n","Lepidium_virginicum","33.548086","329.104448057778","Conringia_orientalis","14.971286","253.444191992857"
"Conringia_orientalis","i","Turritis_glabra","14.971286","327.714478314159","Capsella_bursa_pastoris","19.166152","255.159824410072"
"Capsella_bursa_pastoris","i","Turritis_glabra","19.166152","327.733039668142","Conringia_orientalis","19.166152","255.159824410072"
"Arabidopsis_thaliana","i","Turritis_glabra","23.150916","327.750671367257","Conringia_orientalis","23.150916","255.188491776978"
"Lepidium_virginicum","n","Turritis_glabra","33.548086","329.104448057778",".Arabidopsis_thaliana.Capsella_bursa_pastoris.Conringia_orientalis","33.548086","253.753877021429"
"Cakile_maritima","i","Arabis_hirsuta","43.619108","327.987078836283","Cakile_edentula","1.033738","254.790661402878"
"Cakile_edentula","i","Arabis_hirsuta","43.619108","327.987078836283","Cakile_maritima","1.033738","254.790661402878"
"Sinapis_arvensis","i","Arabis_hirsuta","43.619108","327.987078836283","Brassica_nigra","3.817586","254.810689086331"
"Brassica_nigra","i","Arabis_hirsuta","43.619108","327.987078836283","Sinapis_arvensis","3.817586","254.810689086331"
"Brassica_rapa","i","Arabis_hirsuta","43.619108","327.987078836283",".Sinapis_arvensis.Brassica_nigra.Cakile_edentula.Cakile_maritima","20.979718","254.961963100719"
"Erophila_verna","i","Arabis_hirsuta","31.402764","327.933024216814",".Brassica_rapa.Sinapis_arvensis.Brassica_nigra.Cakile_edentula.Cakile_maritima","43.619108","255.613456338129"
"Arabis_hirsuta","n","Barbarea_orthoceras","47.219067","329.250936484444","Erophila_verna","31.402764","254.011951392857"
"Teesdalia_nudicaulis","i","Barbarea_orthoceras","52.302021","328.115462597345","Barbarea_vulgaris","52.302021","256.145199460432"
"Epilobium_minutum","n","Epilobium_ciliatum","7.075778","329.627916324444","Daphne_laureola","220.79553","270.942626021429"
"Epilobium_ciliatum","n","Epilobium_minutum","7.075778","329.627916324444","Daphne_laureola","220.79553","270.942626021429"
"Chamerion_angustifolium","n",".Epilobium_ciliatum.Epilobium_minutum","23.967032","329.702988564444","Daphne_laureola","220.79553","270.942626021429"
"Gayophytum_diffusum","n",".Chamerion_angustifolium.Epilobium_ciliatum.Epilobium_minutum","29.935602","329.75604252","Daphne_laureola","220.79553","270.942626021429"
"Acer_macrophyllum","n","Acer_glabrum","13.269094","331.378501844444","Daphne_laureola","208.42452","270.854261664286"
"Acer_glabrum","n","Acer_macrophyllum","13.269094","331.378501844444","Daphne_laureola","208.42452","270.854261664286"
"Daphne_laureola","i",".Acer_glabrum.Acer_macrophyllum","208.42452","331.697977261062",".Geranium_dissectum.Geranium_molle.Geranium_robertianum","226.500899","271.303396496403"
"Geranium_dissectum","i",".Acer_glabrum.Acer_macrophyllum.Chamerion_angustifolium.Epilobium_ciliatum.Epilobium_minutum.Gayophytum_diffusum","226.500899","331.958924225664","Geranium_molle","5.111096","265.699907460432"
